,osm_obj_type,id,latitude,longitude,unit,street_no,street_name,osm_tag,full_address,request_address
275192,way,617675566,45.4844825,-75.4701423,,454,Sultan Street,terrace,"454 Sultan street, Ottawa, ON","454 Sultan street, Ottawa, ON"
110434,way,473152688,45.3201874,-75.8339454,,424 B,Moodie Drive,terrace,"424 B Moodie drive, Ottawa, ON","424 B Moodie drive, Ottawa, ON"
267768,way,614586381,45.2642204,-75.7621105,,16,Alfa Street,terrace,"16 Alfa street, Ottawa, ON","16 Alfa street, Ottawa, ON"
250907,way,587264978,45.4329164,-75.6300259,,4254,Carver Place,terrace,"4254 Carver place, Ottawa, ON","4254 Carver place, Ottawa, ON"
252667,way,589041216,45.3623237,-75.6867877,,103,Beachview Private,terrace,"103 Beachview private, Ottawa, ON","103 Beachview private, Ottawa, ON"
110359,way,473152594,45.317205,-75.8373287,,622,Seyton Drive,terrace,"622 Seyton drive, Ottawa, ON","622 Seyton drive, Ottawa, ON"
228679,way,572764209,45.24623,-75.7380362,,307,Song Sparrow Street,terrace,"307 Song sparrow street, Ottawa, ON","307 Song sparrow street, Ottawa, ON"
263065,way,613167431,45.2832004,-75.7203538,,53,Roblyn Way,terrace,"53 Roblyn way, Ottawa, ON","53 Roblyn way, Ottawa, ON"
234542,way,577918671,45.3689847,-75.6348124,,23,Inverkip Avenue,terrace,"23 Inverkip avenue, Ottawa, ON","23 Inverkip avenue, Ottawa, ON"
285266,way,626811467,45.3482961,-75.7941404,,1106,Ramsey Crescent,terrace,"1106 Ramsey crescent, Ottawa, ON","1106 Ramsey crescent, Ottawa, ON"
269937,way,615020838,45.4358602,-75.5530417,,2466,Autumn Hill Crescent,terrace,"2466 Autumn hill crescent, Ottawa, ON","2466 Autumn hill crescent, Ottawa, ON"
179746,way,484292798,45.2868868,-75.7437739,,542,Via Mattino Way,terrace,"542 Via mattino way, Ottawa, ON","542 Via mattino way, Ottawa, ON"
