,osm_obj_type,id,latitude,longitude,unit,street_no,street_name,osm_tag,full_address,request_address
243121,way,583066677,45.3594233,-75.6471979,,3330,Albion Road South,house,"3330 Albion road south, Ottawa, ON","3330 Albion road south, Ottawa, ON"
240686,way,581765518,45.4747927,-75.5330727,,1109,Taffy Lane,house,"1109 Taffy lane, Ottawa, ON","1109 Taffy lane, Ottawa, ON"
162127,way,482831541,45.3395026,-75.6331092,,117,Maple Key Private,house,"117 Maple key private, Ottawa, ON","117 Maple key private, Ottawa, ON"
120612,way,474026886,45.3652431,-75.7265599,,66,Encore Private,house,"66 Encore private, Ottawa, ON","66 Encore private, Ottawa, ON"
58505,way,471330570,45.2905597,-75.7322522,,56 A,Woodford Way,house,"56 A Woodford way, Ottawa, ON","56 A Woodford way, Ottawa, ON"
233945,way,577875952,45.3614556,-75.6399037,,271,Temby Private,house,"271 Temby private, Ottawa, ON","271 Temby private, Ottawa, ON"
238524,way,580529676,45.368144,-75.641685,,206,Macoun Circle,house,"206 Macoun circle, Ottawa, ON","206 Macoun circle, Ottawa, ON"
150221,way,480073473,45.3493867,-75.6659601,,123,Columbia Avenue,house,"123 Columbia avenue, Ottawa, ON","123 Columbia avenue, Ottawa, ON"
132337,way,474903813,45.3816835,-75.7351586,,1350,Leaside Avenue,house,"1350 Leaside avenue, Ottawa, ON","1350 Leaside avenue, Ottawa, ON"
87331,way,472271575,45.3386265,-75.7815781,,60,Meadowbank Drive,house,"60 Meadowbank drive, Ottawa, ON","60 Meadowbank drive, Ottawa, ON"
246513,way,583840214,45.4281371,-75.6540646,,329,Donald Street,house,"329 Donald street, Ottawa, ON","329 Donald street, Ottawa, ON"
192387,way,543418466,45.2865101,-75.7554355,,62,Fieldgate Drive,house,"62 Fieldgate drive, Ottawa, ON","62 Fieldgate drive, Ottawa, ON"
130207,way,474720316,45.3537924,-75.7728655,,2400,Iris Street,house,"2400 Iris street, Ottawa, ON","2400 Iris street, Ottawa, ON"
6675,way,264029415,45.3915808,-75.733914,,19,Edina Street,house,"19 Edina street, Ottawa, ON","19 Edina street, Ottawa, ON"
143370,way,479515331,45.3765323,-75.7287516,,1287,Trenton Avenue,house,"1287 Trenton avenue, Ottawa, ON","1287 Trenton avenue, Ottawa, ON"
199244,way,547162447,45.3621267,-75.7308459,,13,Trillium Avenue,house,"13 Trillium avenue, Ottawa, ON","13 Trillium avenue, Ottawa, ON"
221124,way,566792902,45.4312399,-75.5610305,,2090,Orient Park Drive,house,"2090 Orient park drive, Ottawa, ON","2090 Orient park drive, Ottawa, ON"
162052,way,482831458,45.3413561,-75.6364052,,3960,Autumnwood Street,house,"3960 Autumnwood street, Ottawa, ON","3960 Autumnwood street, Ottawa, ON"
241689,way,582085267,45.3895675,-75.6265689,,917,Canterbury Avenue,house,"917 Canterbury avenue, Ottawa, ON","917 Canterbury avenue, Ottawa, ON"
176718,way,483766870,45.3771753,-75.6533244,,2830 B,Cedarwood Drive,house,"2830 B Cedarwood drive, Ottawa, ON","2830 B Cedarwood drive, Ottawa, ON"
245516,way,583548934,45.3519132,-75.6496271,,2655,Pimlico Crescent,house,"2655 Pimlico crescent, Ottawa, ON","2655 Pimlico crescent, Ottawa, ON"
31409,way,470089150,45.249082,-75.7370794,,2461,Regatta Avenue,house,"2461 Regatta avenue, Ottawa, ON","2461 Regatta avenue, Ottawa, ON"
19037,way,459247290,45.4342562,-75.693639,,205,Cathcart Street,house,"205 Cathcart street, Ottawa, ON","205 Cathcart street, Ottawa, ON"
204575,way,548034203,45.3724924,-75.7560604,,888,Maitland Avenue,house,"888 Maitland avenue, Ottawa, ON","888 Maitland avenue, Ottawa, ON"
266079,way,614352107,45.2823423,-75.8714166,,614,Moorpark Avenue,house,"614 Moorpark avenue, Ottawa, ON","614 Moorpark avenue, Ottawa, ON"
206880,way,549656189,45.4098338,-75.7038523,,325,James Street,house,"325 James street, Ottawa, ON","325 James street, Ottawa, ON"
6303,way,260749233,45.44296,-75.6907405,,61,MacKay Street,house,"61 Mackay street, Ottawa, ON","61 Mackay street, Ottawa, ON"
114462,way,473210124,45.3489313,-75.7189355,,80,Saginaw Crescent,house,"80 Saginaw crescent, Ottawa, ON","80 Saginaw crescent, Ottawa, ON"
247342,way,584188400,45.4446231,-75.6078892,,1142,Chimney Hill Way,house,"1142 Chimney hill way, Ottawa, ON","1142 Chimney hill way, Ottawa, ON"
44943,way,470870184,45.2889951,-75.741773,,9,Saffron Court,house,"9 Saffron court, Ottawa, ON","9 Saffron court, Ottawa, ON"
164538,way,483027035,45.3720201,-75.6831226,,14,Confederation Private,house,"14 Confederation private, Ottawa, ON","14 Confederation private, Ottawa, ON"
18910,way,458859595,45.4323967,-75.6947699,,110,Bruyère Street,house,"110 Bruyère street, Ottawa, ON","110 Bruyère street, Ottawa, ON"
234003,way,577876011,45.3613424,-75.6393893,,278,Temby Private,house,"278 Temby private, Ottawa, ON","278 Temby private, Ottawa, ON"
192024,way,541746154,45.3569469,-75.7933186,,876,Pinewood Crescent,house,"876 Pinewood crescent, Ottawa, ON","876 Pinewood crescent, Ottawa, ON"
246512,way,583840213,45.4281246,-75.6541935,,327,Donald Street,house,"327 Donald street, Ottawa, ON","327 Donald street, Ottawa, ON"
239902,way,581735337,45.4774251,-75.5408882,,1145,St-Emmanuel Terrace,house,"1145 St-emmanuel terrace, Ottawa, ON","1145 St-emmanuel terrace, Ottawa, ON"
288544,way,636068938,45.4810796,-76.0766897,,133,Monty Drive,house,"133 Monty drive, Ottawa, ON","133 Monty drive, Ottawa, ON"
225638,way,569434508,45.3512969,-75.7285579,,44 B,Chesterton Drive,house,"44 B Chesterton drive, Ottawa, ON","44 B Chesterton drive, Ottawa, ON"
105339,way,472844556,45.3518308,-75.7070668,,106,Homestead Street,house,"106 Homestead street, Ottawa, ON","106 Homestead street, Ottawa, ON"
196303,way,546734824,45.3344936,-75.7355678,,50,Downsview Crescent,house,"50 Downsview crescent, Ottawa, ON","50 Downsview crescent, Ottawa, ON"
134975,way,475306576,45.3733427,-75.7759015,,236,Allison Avenue,house,"236 Allison avenue, Ottawa, ON","236 Allison avenue, Ottawa, ON"
227374,way,570994162,45.4834344,-75.4765904,,990,Cookshire Crescent,house,"990 Cookshire crescent, Ottawa, ON","990 Cookshire crescent, Ottawa, ON"
283378,way,622543107,45.2578293,-75.3722975,,18,Gaslight Way,house,"18 Gaslight way, Ottawa, ON","18 Gaslight way, Ottawa, ON"
235693,way,578629655,45.4282948,-75.6237288,,1286,Perez Crescent,house,"1286 Perez crescent, Ottawa, ON","1286 Perez crescent, Ottawa, ON"
87853,way,472299503,45.3146103,-75.9261593,,180,Goldridge Drive,house,"180 Goldridge drive, Ottawa, ON","180 Goldridge drive, Ottawa, ON"
225736,way,569434628,45.3503952,-75.7271362,,61 A,Bowhill Avenue,house,"61 A Bowhill avenue, Ottawa, ON","61 A Bowhill avenue, Ottawa, ON"
221741,way,567196208,45.2850026,-75.7352898,,205,Claridge Drive,house,"205 Claridge drive, Ottawa, ON","205 Claridge drive, Ottawa, ON"
57130,way,471315656,45.2769061,-75.6959154,,365,Riversedge Crescent,house,"365 Riversedge crescent, Ottawa, ON","365 Riversedge crescent, Ottawa, ON"
196056,way,546731818,45.3318659,-75.7787093,,73,Craig Henry Drive,house,"73 Craig henry drive, Ottawa, ON","73 Craig henry drive, Ottawa, ON"
8696,way,317701329,45.4070087,-75.6607387,,1642,Abbey Road,house,"1642 Abbey road, Ottawa, ON","1642 Abbey road, Ottawa, ON"
118747,way,473994937,45.3587335,-75.7161807,,35,Ashburn Drive,house,"35 Ashburn drive, Ottawa, ON","35 Ashburn drive, Ottawa, ON"
6361,way,261716422,45.394296,-75.7261434,,106,Kenilworth Street,house,"106 Kenilworth street, Ottawa, ON","106 Kenilworth street, Ottawa, ON"
188359,way,484776951,45.4384859,-75.5463041,,2637,Cléroux Crescent,house,"2637 Cléroux crescent, Ottawa, ON","2637 Cléroux crescent, Ottawa, ON"
108601,way,473083844,45.3431907,-75.6892542,,90,Cardiff Private,house,"90 Cardiff private, Ottawa, ON","90 Cardiff private, Ottawa, ON"
247998,way,584484673,45.4024655,-75.6902057,,145,Third Avenue,house,"145 Third avenue, Ottawa, ON","145 Third avenue, Ottawa, ON"
242336,way,582422807,45.3819458,-75.6736087,,1101,Apolydore Avenue,house,"1101 Apolydore avenue, Ottawa, ON","1101 Apolydore avenue, Ottawa, ON"
8267,way,307655292,45.4681444,-75.4971869,,1589,Prestwick Drive,house,"1589 Prestwick drive, Ottawa, ON","1589 Prestwick drive, Ottawa, ON"
257203,way,600855164,45.3894792,-75.7572108,,578,Byron Avenue,house,"578 Byron avenue, Ottawa, ON","578 Byron avenue, Ottawa, ON"
225691,way,569434582,45.350884,-75.7275131,,64 C,Chesterton Drive,house,"64 C Chesterton drive, Ottawa, ON","64 C Chesterton drive, Ottawa, ON"
18931,way,458864626,45.4349852,-75.6923812,,13,Cathcart Square,house,"13 Cathcart square, Ottawa, ON","13 Cathcart square, Ottawa, ON"
46398,way,471117047,45.4564412,-75.4698023,,2054,Boisfranc Circle,house,"2054 Boisfranc circle, Ottawa, ON","2054 Boisfranc circle, Ottawa, ON"
247721,way,584306549,45.3933305,-75.6889956,,29,Léonard Avenue,house,"29 Léonard avenue, Ottawa, ON","29 Léonard avenue, Ottawa, ON"
205735,way,548802050,45.3438204,-75.6328564,,238,Parkin Circle,house,"238 Parkin circle, Ottawa, ON","238 Parkin circle, Ottawa, ON"
36764,way,470425872,45.2622618,-75.761801,,277,Broxburn Crescent,house,"277 Broxburn crescent, Ottawa, ON","277 Broxburn crescent, Ottawa, ON"
219426,way,564396321,45.274812,-75.7851972,,1127,Cobble Hill Drive,house,"1127 Cobble hill drive, Ottawa, ON","1127 Cobble hill drive, Ottawa, ON"
230317,way,574575883,45.2838005,-75.9213554,,683,Rosehill Avenue,house,"683 Rosehill avenue, Ottawa, ON","683 Rosehill avenue, Ottawa, ON"
6461,way,261979306,45.3926299,-75.7291526,,386,Huron Avenue South,house,"386 Huron avenue south, Ottawa, ON","386 Huron avenue south, Ottawa, ON"
15518,way,441861896,45.4003824,-75.7186574,,139,Young Street,house,"139 Young street, Ottawa, ON","139 Young street, Ottawa, ON"
219959,way,564878470,45.2709037,-75.780462,,973,Cobble Hill Drive,house,"973 Cobble hill drive, Ottawa, ON","973 Cobble hill drive, Ottawa, ON"
18998,way,459096195,45.44224,-75.6922181,,76,John Street,house,"76 John street, Ottawa, ON","76 John street, Ottawa, ON"
225815,way,569464097,45.3633682,-75.7104712,,1089,Meadowlands Drive,house,"1089 Meadowlands drive, Ottawa, ON","1089 Meadowlands drive, Ottawa, ON"
170892,way,483307045,45.4570085,-75.5923567,,2184,Bickerton Avenue,house,"2184 Bickerton avenue, Ottawa, ON","2184 Bickerton avenue, Ottawa, ON"
83550,way,472250240,45.3257269,-75.7919115,,93,Hobart Crescent,house,"93 Hobart crescent, Ottawa, ON","93 Hobart crescent, Ottawa, ON"
219822,way,564788644,45.2751628,-75.7818687,,276,Fergus Crescent,house,"276 Fergus crescent, Ottawa, ON","276 Fergus crescent, Ottawa, ON"
6705,way,264034229,45.3927842,-75.7326314,,11,Geneva Street,house,"11 Geneva street, Ottawa, ON","11 Geneva street, Ottawa, ON"
205846,way,548802161,45.3387305,-75.6332302,,162,Maple Key Private,house,"162 Maple key private, Ottawa, ON","162 Maple key private, Ottawa, ON"
219142,way,564125353,45.2729992,-75.865342,,111,Overberg Way,house,"111 Overberg way, Ottawa, ON","111 Overberg way, Ottawa, ON"
169571,way,483274962,45.3914529,-75.6121469,,2431,Walkley Road,house,"2431 Walkley road, Ottawa, ON","2431 Walkley road, Ottawa, ON"
249496,way,585293609,45.4332966,-75.6358342,,934 A,Cummings Avenue,house,"934 A Cummings avenue, Ottawa, ON","934 A Cummings avenue, Ottawa, ON"
167014,way,483090040,45.3472923,-75.6491612,,2521,Fox Hollow Crescent,house,"2521 Fox hollow crescent, Ottawa, ON","2521 Fox hollow crescent, Ottawa, ON"
280659,way,619344294,45.4352197,-75.691687,,108,King Edward Avenue,house,"108 King edward avenue, Ottawa, ON","108 King edward avenue, Ottawa, ON"
197923,way,546954201,45.3658301,-75.6806985,,29,Sandhurst Court,house,"29 Sandhurst court, Ottawa, ON","29 Sandhurst court, Ottawa, ON"
248088,way,584500183,45.4087225,-75.6881505,,472,O'Connor Street,house,"472 O'connor street, Ottawa, ON","472 O'connor street, Ottawa, ON"
116761,way,473332278,45.3505644,-75.7963625,,46,Splinter Crescent,house,"46 Splinter crescent, Ottawa, ON","46 Splinter crescent, Ottawa, ON"
171337,way,483310585,45.4522311,-75.6023588,,2041,Gatineau View Crescent,house,"2041 Gatineau view crescent, Ottawa, ON","2041 Gatineau view crescent, Ottawa, ON"
287418,way,632236888,45.4280671,-75.6819635,,175,Stewart Street,house,"175 Stewart street, Ottawa, ON","175 Stewart street, Ottawa, ON"
143068,way,479511851,45.3896763,-75.6694141,,2098,Blossom Drive,house,"2098 Blossom drive, Ottawa, ON","2098 Blossom drive, Ottawa, ON"
66204,way,471811985,45.2756978,-75.9294585,,336,Horseshoe Crescent,house,"336 Horseshoe crescent, Ottawa, ON","336 Horseshoe crescent, Ottawa, ON"
241091,way,581766120,45.4718554,-75.5318534,,1714,Stoneboat Crescent,house,"1714 Stoneboat crescent, Ottawa, ON","1714 Stoneboat crescent, Ottawa, ON"
242616,way,582717297,45.3697479,-75.609264,,6,Chris Lund Private,house,"6 Chris lund private, Ottawa, ON","6 Chris lund private, Ottawa, ON"
207803,way,554579765,45.4269427,-75.6121389,,1300,Cedarcroft Crescent,house,"1300 Cedarcroft crescent, Ottawa, ON","1300 Cedarcroft crescent, Ottawa, ON"
206021,way,549075539,45.3927904,-75.7338006,,136,Clarendon Avenue,house,"136 Clarendon avenue, Ottawa, ON","136 Clarendon avenue, Ottawa, ON"
202311,way,547545450,45.400396,-75.6302993,,866,Smyth Road,house,"866 Smyth road, Ottawa, ON","866 Smyth road, Ottawa, ON"
114451,way,473210101,45.34871,-75.7283747,,12,Overlake Drive,house,"12 Overlake drive, Ottawa, ON","12 Overlake drive, Ottawa, ON"
